frame,class,confidence,x1,y1,x2,y2
137,person,0.7060337066650391,1011,501,1064,587
137,person,0.7059009075164795,825,532,898,621
137,person,0.6260934472084045,819,694,882,775
137,person,0.614386260509491,900,748,986,857
138,person,0.7517569065093994,816,689,888,777
138,person,0.7164701223373413,1009,501,1066,588
138,person,0.6566867232322693,823,531,898,617
138,person,0.6379104256629944,723,939,793,1069
138,person,0.5846539735794067,767,347,799,410
138,person,0.5223388671875,828,530,873,615
139,person,0.6746044754981995,808,687,895,776
139,person,0.6347255706787109,734,939,802,1065
139,sports ball,0.5968867540359497,885,859,908,880
139,person,0.5680819153785706,910,732,979,852
139,person,0.550531804561615,1007,501,1061,588
139,person,0.5306122899055481,833,533,872,616
140,person,0.756233811378479,746,936,816,1076
140,person,0.6712155342102051,841,532,896,619
140,person,0.6333189010620117,912,736,993,864
140,person,0.5526958703994751,993,509,1048,593
140,person,0.5482980608940125,806,686,881,778
140,sports ball,0.5230394601821899,887,861,911,881
141,person,0.7549464702606201,746,936,816,1076
141,person,0.6768614649772644,841,532,896,619
141,person,0.6338600516319275,911,736,993,864
141,person,0.5514620542526245,993,509,1048,593
141,person,0.5453718900680542,806,686,881,778
141,sports ball,0.5283119082450867,887,861,911,881
142,person,0.7777249217033386,905,731,995,863
142,person,0.6273934841156006,846,532,889,620
142,person,0.5669458508491516,998,510,1067,597
142,person,0.5330094695091248,754,936,823,1056
142,person,0.5321763753890991,814,686,863,784
142,person,0.5082632303237915,1182,308,1209,362
143,person,0.6691495776176453,850,529,887,619
143,person,0.6649330854415894,769,937,837,1075
143,person,0.6236636638641357,814,689,870,785
143,person,0.6199591755867004,891,732,1001,881
143,person,0.5773065090179443,1005,506,1047,595
143,person,0.5090982913970947,1188,306,1224,362
144,person,0.6401275396347046,777,939,845,1063
144,person,0.6223950982093811,1007,507,1039,598
144,person,0.6136384010314941,852,529,890,622
144,person,0.5828295350074768,890,741,994,883
144,person,0.5040357708930969,792,349,829,414
145,person,0.6554816961288452,851,529,896,623
145,person,0.6309636235237122,785,939,854,1062
145,person,0.6227409243583679,1003,507,1040,596
145,person,0.5540283918380737,892,744,988,881
146,person,0.716580867767334,798,939,867,1075
146,person,0.6957294940948486,848,531,901,624
146,person,0.6899674534797668,900,758,979,883
146,person,0.6750686764717102,996,508,1056,596
146,person,0.530112624168396,800,694,881,788
147,person,0.7191504836082458,798,939,867,1075
147,person,0.6980949640274048,848,531,901,624
147,person,0.691888689994812,900,758,979,883
147,person,0.6770758032798767,996,508,1056,596
147,person,0.5382276773452759,800,694,881,788
148,person,0.6998834609985352,810,940,877,1069
148,person,0.6316815614700317,852,534,903,626
148,person,0.5909465551376343,995,517,1064,597
148,person,0.5311769843101501,813,348,842,416
148,person,0.5234081745147705,912,771,979,883
149,person,0.6449244022369385,824,940,892,1075
149,person,0.6294296979904175,819,351,853,414
149,person,0.618159294128418,869,535,902,628
149,person,0.5276867151260376,906,775,984,886
149,person,0.5000232458114624,990,515,1065,595
150,person,0.7541144490242004,837,943,902,1076
150,person,0.7292293310165405,775,696,886,797
150,person,0.704178512096405,821,350,866,417
150,person,0.6503109335899353,870,536,906,627
150,person,0.6009477376937866,981,517,1063,599
150,person,0.5034745335578918,928,776,987,890
151,person,0.6946497559547424,869,536,910,628
151,person,0.67973792552948,780,696,880,803
151,person,0.6768012642860413,824,350,869,417
151,person,0.613445520401001,987,511,1061,601
151,person,0.6068021059036255,846,944,911,1066
151,person,0.5800835490226746,911,775,987,894
152,person,0.6903508305549622,874,535,920,631
152,person,0.6861852407455444,792,699,870,806
152,person,0.6658151745796204,863,946,925,1062
152,person,0.599790632724762,830,350,881,413
152,person,0.5616161227226257,992,510,1045,603
152,person,0.5345384478569031,922,784,986,890
152,person,0.5286440849304199,870,757,953,881
153,person,0.6909648180007935,873,536,920,631
153,person,0.6853244304656982,792,699,870,806
153,person,0.6626269817352295,863,947,925,1063
153,person,0.6061789989471436,830,350,881,413
153,person,0.5613200664520264,992,510,1045,603
153,person,0.5398404002189636,922,784,986,890
153,person,0.5350375175476074,870,757,953,881
154,person,0.7293325662612915,872,536,929,629
154,person,0.6543830037117004,838,351,886,414
154,person,0.6419249176979065,920,795,986,898
154,person,0.6225722432136536,870,946,935,1070
154,person,0.6108033061027527,800,701,859,807
154,person,0.596625030040741,872,763,948,884
154,person,0.5910547375679016,995,509,1036,602
155,person,0.7265976071357727,989,511,1035,599
155,person,0.7143697738647461,869,539,941,628
155,person,0.6822159290313721,887,947,945,1079
155,person,0.6752190589904785,915,793,991,910
155,person,0.6455956697463989,849,351,892,419
155,person,0.6406397819519043,803,702,853,801
155,person,0.6304277777671814,875,770,944,884
156,person,0.7349585294723511,984,511,1036,597
156,person,0.7220578193664551,869,540,944,628
156,person,0.6950326561927795,909,792,993,909
156,person,0.6799351572990417,893,947,953,1080
156,person,0.6539580821990967,852,771,942,878
156,person,0.6454843878746033,799,704,851,799
156,person,0.5404666066169739,853,351,890,419
157,person,0.7674695253372192,866,543,945,629
157,person,0.7495484948158264,977,510,1038,597
157,person,0.7181341648101807,791,707,846,804
157,person,0.6727796196937561,908,793,995,911
157,person,0.6727444529533386,847,779,937,881
157,person,0.654503345489502,897,947,957,1079
158,person,0.678024172782898,874,543,939,631
158,person,0.6295723915100098,763,708,842,813
158,person,0.6094270944595337,903,947,960,1078
158,sports ball,0.579504132270813,1000,880,1025,902
158,person,0.5643959641456604,898,802,995,913
158,person,0.5192633271217346,964,513,1032,598
159,person,0.6754587888717651,874,543,939,631
159,person,0.6278045773506165,763,708,842,813
159,person,0.6087653636932373,903,947,960,1078
159,sports ball,0.5715537667274475,1000,880,1025,903
159,person,0.5692627429962158,897,802,995,913
159,person,0.5156885981559753,964,513,1032,598
160,person,0.7415359020233154,761,712,837,814
160,person,0.6611745953559875,876,543,931,631
160,person,0.6509246826171875,904,948,962,1079
160,sports ball,0.642129123210907,1009,884,1031,903
160,person,0.5386642813682556,905,804,997,914
161,person,0.7548642754554749,875,542,923,631
161,person,0.6821905970573425,762,720,826,816
161,person,0.6712478995323181,908,946,962,1079
161,person,0.634498655796051,844,789,919,906
161,person,0.5130347609519958,849,349,887,422
161,person,0.5090227723121643,910,806,997,919
162,person,0.7558785080909729,874,541,917,634
162,person,0.6972160339355469,939,516,989,602
162,person,0.6662005186080933,750,721,821,824
162,person,0.6643823981285095,906,947,961,1078
162,person,0.6366179585456848,843,351,881,421
162,person,0.626883327960968,907,799,1000,919
162,person,0.602053165435791,845,791,917,912
163,person,0.7483014464378357,872,542,913,632
163,person,0.7318587899208069,840,791,912,913
163,person,0.7168483734130859,907,794,1002,920
163,person,0.6774942278862,744,724,814,826
163,person,0.6700008511543274,903,945,960,1077
163,person,0.5658218860626221,934,517,970,604
163,person,0.5111632347106934,840,350,871,422
164,person,0.7567583918571472,820,788,901,914
164,person,0.7011563181877136,738,722,807,828
164,person,0.6809968948364258,909,792,1004,920
164,person,0.6569324135780334,897,944,953,1079
164,person,0.5743101835250854,829,349,862,420
164,person,0.5215253233909607,862,543,906,634
165,person,0.7553914189338684,820,788,901,914
165,person,0.7016769647598267,738,722,807,828
165,person,0.6787137985229492,909,792,1004,920
165,person,0.6510427594184875,897,944,952,1079
165,person,0.5703021883964539,829,349,862,420
165,person,0.5179020762443542,862,543,905,634
166,person,0.841780424118042,801,789,893,912
166,person,0.7845649123191833,734,722,798,827
166,person,0.6889604330062866,893,943,948,1080
166,person,0.5952087640762329,907,791,999,923
166,person,0.5437471270561218,854,541,899,638
167,person,0.7471495270729065,783,792,876,912
167,person,0.6616203188896179,807,348,841,420
167,person,0.6173101663589478,709,723,786,826
167,person,0.6017522215843201,841,545,883,638
167,person,0.5055768489837646,1174,771,1257,880
168,person,0.7751938104629517,772,791,864,912
168,person,0.6324753761291504,694,724,779,827
168,person,0.5922085046768188,873,937,933,1069
168,person,0.5690060257911682,794,347,834,418
168,person,0.5566685199737549,920,788,992,924
168,person,0.5156207084655762,1163,774,1239,881
169,person,0.6857801079750061,684,726,772,827
169,person,0.6398129463195801,778,348,826,420
169,person,0.6204304099082947,868,938,926,1074
169,person,0.605877161026001,923,786,989,924
169,person,0.5921395421028137,763,794,855,910
169,person,0.5359928607940674,822,547,868,640
169,person,0.5192976593971252,1154,776,1229,877
170,person,0.7588270306587219,1128,779,1220,892
170,person,0.7387043237686157,750,795,841,911
170,person,0.727879524230957,756,348,813,419
170,person,0.6780997514724731,854,938,916,1079
170,person,0.6708397269248962,921,784,988,918
170,person,0.6407159566879272,807,542,860,644
170,person,0.5104552507400513,668,729,758,827
171,person,0.7610296607017517,1128,779,1220,892
171,person,0.7401061654090881,750,795,841,911
171,person,0.727396547794342,756,348,813,419
171,person,0.6846679449081421,854,938,916,1079
171,person,0.6684568524360657,922,784,988,918
171,person,0.6417458653450012,807,542,860,644
171,person,0.5074191093444824,668,729,758,827
172,person,0.7391189336776733,744,351,801,419
172,person,0.6785500049591064,847,935,905,1079
172,person,0.6697930097579956,742,796,831,913
172,person,0.6664591431617737,1105,778,1204,903
172,person,0.6636220216751099,797,546,844,647
172,person,0.576381266117096,1144,307,1181,366
172,person,0.5198786854743958,923,842,987,916
172,person,0.5173831582069397,663,733,748,828
173,person,0.6998962759971619,927,789,1017,922
173,person,0.6603405475616455,729,797,816,912
173,person,0.6413360834121704,1065,778,1179,906
173,person,0.6077170968055725,783,538,828,647
173,person,0.6014662384986877,830,937,893,1080
173,person,0.5883254408836365,1117,307,1168,369
173,person,0.5508911609649658,729,351,779,420
174,person,0.6927847862243652,923,786,1010,922
174,person,0.6881169676780701,721,791,810,913
174,person,0.5689138770103455,772,541,816,648
174,person,0.5611986517906189,660,730,727,827
174,person,0.5500358939170837,819,937,882,1077
174,person,0.5327073335647583,1107,305,1148,362
174,person,0.5301018357276917,1045,788,1159,912
175,person,0.7028559446334839,915,790,1001,926
175,person,0.6911199688911438,716,788,802,911
175,person,0.5644564628601074,1091,305,1133,361
175,person,0.561339259147644,661,728,721,829
175,person,0.5468393564224243,1026,792,1132,916
175,person,0.5248351693153381,707,351,748,421
176,person,0.6805191040039062,711,780,791,910
176,person,0.6671406030654907,744,538,789,648
176,person,0.6482917070388794,794,937,859,1078
176,person,0.6203351020812988,905,789,986,922
176,person,0.5549152493476868,691,347,721,421
177,person,0.6803566217422485,711,781,791,910
177,person,0.6658601760864258,744,538,789,648
177,person,0.6516427993774414,794,937,859,1078
177,person,0.6256675124168396,905,789,986,922
177,person,0.5562019944190979,691,347,721,421
177,person,0.5009981393814087,660,724,715,827
178,person,0.7345895171165466,896,787,962,922
178,person,0.6979998350143433,958,804,1067,925
178,person,0.6820225119590759,712,781,788,911
178,person,0.6554737091064453,736,544,781,645
178,person,0.5381342172622681,780,938,848,1076
179,person,0.7598339915275574,722,541,765,647
179,person,0.7558754682540894,935,804,1020,932
179,person,0.7123238444328308,764,939,834,1078
179,person,0.7032883167266846,880,786,948,921
179,person,0.6428715586662292,715,780,784,909
180,person,0.6995818614959717,924,808,1004,933
180,person,0.6768285632133484,875,788,941,920
180,person,0.6730309724807739,713,781,774,907
180,person,0.6382783055305481,753,937,823,1077
180,person,0.6154071688652039,712,542,754,650
181,person,0.7985044121742249,702,542,744,653
181,person,0.77543705701828,742,938,813,1079
181,person,0.7276108860969543,907,816,988,933
181,person,0.62883460521698,871,788,932,923
181,person,0.5761359333992004,714,781,770,907
182,person,0.7246662378311157,726,941,798,1078
182,person,0.6977822780609131,690,545,730,656
182,person,0.6835358738899231,882,818,964,936
182,person,0.6056100726127625,865,793,924,924
182,person,0.6014549136161804,709,783,763,907
182,person,0.5484606027603149,993,303,1026,362
183,person,0.7259470224380493,726,941,798,1078
183,person,0.7025814056396484,690,545,730,656
183,person,0.6870336532592773,882,818,964,937
183,person,0.606034517288208,865,793,924,924
183,person,0.6014509201049805,709,783,763,907
183,person,0.5470553636550903,993,303,1026,362
184,person,0.7853357791900635,716,942,791,1079
184,person,0.77193284034729,684,546,722,656
184,person,0.6549628973007202,863,794,939,942
184,person,0.5751531720161438,705,784,761,906
184,person,0.5479430556297302,978,303,1013,360
185,person,0.7521224021911621,708,945,784,1079
185,person,0.7290114760398865,850,794,926,949
185,person,0.6919074058532715,678,551,717,655
185,person,0.6031486988067627,705,790,766,911
185,person,0.5747398734092712,968,304,1001,360
186,person,0.7411858439445496,697,945,773,1079
186,person,0.7163683772087097,670,553,707,654
186,person,0.5796504616737366,703,791,767,910
186,person,0.552208662033081,850,798,918,944
186,person,0.5472596883773804,953,304,988,362
186,person,0.5102421641349792,1225,434,1261,527
187,person,0.7985246181488037,691,945,766,1079
187,person,0.6950752139091492,1213,432,1258,529
187,person,0.671807050704956,668,553,704,654
187,person,0.6214678883552551,701,792,763,912
187,person,0.5494099259376526,949,304,979,362
188,person,0.8430054187774658,686,946,762,1080
188,person,0.6870042085647583,1203,435,1249,530
188,person,0.6210151314735413,665,552,700,654
188,person,0.6129611730575562,940,304,964,364
188,person,0.5838168263435364,699,792,761,911
189,person,0.8426716327667236,686,947,762,1080
189,person,0.6854887008666992,1203,435,1249,530
189,person,0.6227946281433105,665,552,700,654
189,person,0.613966166973114,940,304,964,363
189,person,0.5898371934890747,699,792,761,911
190,person,0.8047409653663635,683,947,760,1079
190,person,0.6126054525375366,1202,443,1238,532
190,person,0.5498186349868774,666,553,697,654
190,person,0.5461039543151855,699,790,762,911
190,person,0.5387657880783081,825,822,879,954
190,person,0.526614785194397,933,305,958,362
191,person,0.802104115486145,683,945,758,1079
191,person,0.7082169651985168,1198,443,1234,532
191,person,0.6752039790153503,819,824,881,957
191,person,0.6389837861061096,872,807,936,931
191,person,0.5547688603401184,664,551,698,656
191,person,0.5513700842857361,700,788,764,910
191,person,0.5067164301872253,926,305,958,364
192,person,0.7571905255317688,682,945,754,1079
192,person,0.745723307132721,1189,442,1226,531
192,person,0.6294071674346924,859,805,946,931
192,person,0.5692286491394043,809,828,870,954
192,person,0.5641670823097229,663,551,696,658
192,person,0.559363603591919,919,306,954,368
193,person,0.7539742588996887,681,946,753,1079
193,person,0.7499992251396179,1185,445,1222,530
193,person,0.7050748467445374,850,802,962,928
193,person,0.6439254879951477,793,830,867,956
193,person,0.610252320766449,663,551,696,658
193,person,0.5976762175559998,911,305,951,369
194,person,0.7404863238334656,680,945,751,1078
194,person,0.7250564098358154,861,798,974,930
194,person,0.7162190079689026,901,305,945,369
194,person,0.6811925172805786,1177,442,1215,532
194,person,0.6357254385948181,774,827,864,961
194,person,0.5706366896629333,662,552,696,663
195,person,0.7407559752464294,680,945,751,1078
195,person,0.7249172925949097,861,798,975,930
195,person,0.7172655463218689,901,305,945,369
195,person,0.6788351535797119,1176,442,1215,532
195,person,0.63288813829422,774,827,864,961
195,person,0.5673524141311646,662,552,696,663
196,person,0.7130327224731445,678,946,750,1078
196,person,0.6478970646858215,1170,441,1211,532
196,person,0.6410017013549805,871,792,985,929
196,person,0.6201552748680115,896,303,939,364
196,person,0.6088102459907532,661,554,695,664
196,person,0.5761274695396423,771,830,861,962
197,person,0.7464302182197571,1161,439,1210,532
197,person,0.6962911486625671,883,792,996,929
197,person,0.6934574842453003,677,946,750,1079
197,person,0.6210130453109741,660,555,695,668
197,person,0.6022897362709045,771,834,859,963
197,person,0.5005195140838623,894,305,927,362
198,person,0.7780636548995972,1151,443,1206,533
198,person,0.6990476846694946,676,944,747,1080
198,person,0.6854400038719177,909,791,1011,928
198,person,0.5913052558898926,769,842,856,959
198,person,0.5495873093605042,659,557,694,668
199,person,0.9116079211235046,660,314,1041,917
199,sports ball,0.8327983021736145,1188,774,1260,856
199,person,0.5698030591011047,656,215,789,650
200,sports ball,0.9257432818412781,1168,798,1253,882
200,person,0.9211651682853699,661,324,1025,934
200,person,0.6583576798439026,657,249,788,622
201,sports ball,0.927850067615509,1168,798,1253,882
201,person,0.9214065670967102,661,324,1025,934
201,person,0.6534526348114014,657,250,788,622
202,sports ball,0.8635367155075073,1148,815,1232,897
202,person,0.8214750289916992,733,335,963,938
202,person,0.5338215827941895,657,294,785,649
203,sports ball,0.962552011013031,1116,810,1201,900
203,person,0.9137400388717651,661,331,983,936
204,sports ball,0.9081762433052063,1091,810,1180,899
204,person,0.8987703323364258,658,315,1078,894
204,person,0.5633419752120972,930,2,1112,227
205,person,0.9117763638496399,655,290,1111,888
205,sports ball,0.8851830363273621,1153,820,1245,899
206,person,0.8648061752319336,663,273,1063,918
207,person,0.8643684983253479,663,273,1063,918
208,person,0.8508575558662415,688,267,1073,914
208,person,0.5707327723503113,1055,2,1225,248
208,person,0.5233383774757385,669,2,881,221
209,person,0.8763608336448669,775,239,1118,917
209,person,0.5970399975776672,960,3,1108,245
210,person,0.8665313720703125,771,228,1126,915
210,person,0.6343873739242554,889,1,1061,270
210,person,0.5685394406318665,658,587,818,879
211,person,0.7700653076171875,657,632,1007,919
211,person,0.7655066847801208,762,191,1181,813
211,person,0.7588297724723816,792,1,963,249
212,person,0.7630177736282349,716,1,894,250
212,person,0.761175274848938,694,195,1210,751
212,person,0.6025453209877014,657,670,999,922
212,sports ball,0.514930009841919,878,852,972,905
212,sports ball,0.5131593346595764,915,851,971,902
213,person,0.7629402875900269,716,1,894,250
213,person,0.7613614797592163,694,195,1210,751
213,person,0.5980870127677917,657,670,999,922
213,sports ball,0.5181066989898682,878,852,972,905
213,sports ball,0.515106737613678,915,851,971,902
214,person,0.9036130905151367,710,192,1207,736
214,person,0.7762579321861267,658,1,813,248
214,sports ball,0.6852104067802429,827,888,890,935
215,person,0.8960996270179749,737,198,1140,752
215,person,0.7206435203552246,660,772,1044,931
216,person,0.9226216673851013,757,208,1089,776
216,person,0.7506828308105469,658,777,1010,932
217,person,0.756294310092926,767,229,1032,835
218,person,0.8720893263816833,754,235,1070,858
218,person,0.6596862077713013,658,775,910,937
219,person,0.8703591227531433,754,236,1070,859
219,person,0.6526386737823486,658,775,910,937
220,person,0.8629909157752991,748,264,1113,867
221,person,0.9367043375968933,656,285,1152,926
221,person,0.7022707462310791,718,3,851,290
222,person,0.9214926958084106,654,287,1137,923
222,person,0.7428682446479797,1144,0,1262,319
223,person,0.9351919293403625,659,289,1025,905
223,person,0.8341078758239746,1031,2,1251,319
224,person,0.916104257106781,659,297,990,916
224,sports ball,0.7492061853408813,900,539,956,588
224,person,0.5779244899749756,967,0,1176,314
225,person,0.915946364402771,659,297,990,916
225,sports ball,0.7466717958450317,900,539,956,588
225,person,0.5777091383934021,966,0,1176,314
226,person,0.9154534935951233,674,313,1046,911
226,person,0.8419302105903625,880,0,1099,315
226,person,0.6214925646781921,1085,2,1260,314
227,person,0.9334376454353333,659,313,1101,914
227,person,0.9022167921066284,756,0,996,317
227,person,0.5710203051567078,960,0,1155,318
228,person,0.9259546995162964,658,303,1092,860
228,person,0.8811520338058472,667,0,895,317
228,person,0.7774472236633301,1050,5,1252,322
228,person,0.7241668105125427,877,0,1068,314
229,person,0.9348931312561035,658,283,1079,867
229,person,0.6529593467712402,745,0,947,315
229,person,0.6315324902534485,935,0,1127,310
229,person,0.5423920154571533,659,1,760,271
230,person,0.9325391054153442,658,302,1036,882
230,person,0.674003541469574,697,1,863,322
230,person,0.6532196998596191,854,1,1032,322
231,person,0.932508647441864,658,301,1036,882
231,person,0.6713494658470154,697,1,863,322
231,person,0.6498331427574158,854,1,1032,321
232,person,0.9224157333374023,659,287,1004,890
232,person,0.6156262159347534,1182,3,1263,326
232,person,0.6076154112815857,761,5,956,332
232,person,0.5676692128181458,658,1,785,325
233,person,0.9159072637557983,683,295,1053,890
233,person,0.6168491244316101,657,2,826,332
233,person,0.5254809856414795,1078,3,1236,330
234,person,0.9289711713790894,656,286,1056,888
234,person,0.6487330198287964,987,0,1145,331
235,person,0.9378308653831482,657,286,1021,862
235,sports ball,0.8319002985954285,997,277,1050,323
235,person,0.5750323534011841,841,0,999,318
235,person,0.5167578458786011,1151,4,1261,325
236,person,0.9313720464706421,659,268,1006,876
236,person,0.5751543045043945,752,2,904,322
237,person,0.931387722492218,659,268,1006,876
237,person,0.5819228291511536,752,2,904,322
238,person,0.9233258366584778,657,269,985,883
238,person,0.6523328423500061,658,0,805,324
238,sports ball,0.583386242389679,1037,286,1106,332
239,person,0.9196110367774963,671,266,1055,894
240,person,0.8615782856941223,659,256,1035,834
241,person,0.9218385219573975,659,235,1023,864
242,person,0.9063745737075806,656,233,946,882
243,person,0.9054905772209167,656,233,946,883
244,person,0.8876608610153198,657,237,932,886
244,person,0.640591025352478,1048,0,1258,328
245,person,0.8526281118392944,661,225,958,835
245,person,0.6812856793403625,902,2,1118,330
246,person,0.9134178161621094,659,224,956,865
246,person,0.532088577747345,794,2,1005,337
247,person,0.9285330176353455,657,221,920,879
247,person,0.6896154880523682,1079,627,1261,1074
248,person,0.8916650414466858,658,212,888,897
248,person,0.8104750514030457,1051,598,1262,1070
249,person,0.8920956254005432,658,212,888,897
249,person,0.8098929524421692,1051,598,1262,1070
250,person,0.8967856168746948,665,211,948,899
250,person,0.7425801157951355,1049,568,1262,1018
250,person,0.513120710849762,1069,3,1251,349
251,person,0.9155479073524475,655,217,976,851
251,person,0.7879239320755005,1098,554,1259,1060
251,person,0.5451934933662415,953,3,1100,350
252,person,0.9152866005897522,655,220,986,875
252,person,0.7550269961357117,1075,2,1252,350
252,person,0.7276050448417664,1119,548,1260,1063
252,person,0.6472288966178894,864,0,1090,351
253,person,0.9335597157478333,657,208,1066,881
253,person,0.8608953952789307,1001,541,1261,1059
253,person,0.7520037889480591,941,1,1112,349
253,person,0.5615592002868652,730,0,954,344
253,sports ball,0.5384367108345032,1225,924,1260,985
253,person,0.5203425288200378,1079,5,1256,352
254,person,0.9277445673942566,659,219,1073,896
254,person,0.8088274002075195,957,588,1259,1059
254,person,0.7682241797447205,846,0,1016,351
255,person,0.9278439283370972,659,219,1073,896
255,person,0.8088379502296448,957,588,1259,1059
255,person,0.7651978731155396,846,0,1017,351
256,person,0.9052444696426392,658,228,1006,897
256,person,0.8846486210823059,942,513,1262,1015
256,person,0.7867385149002075,1097,0,1262,353
256,person,0.5101149082183838,745,1,915,353
257,person,0.9096563458442688,699,228,961,900
257,person,0.8276563286781311,977,488,1261,925
257,person,0.6471060514450073,958,1,1140,354
258,person,0.9252370595932007,662,230,979,910
258,person,0.8625805377960205,859,0,1038,357
258,person,0.8457471132278442,1006,488,1261,1020
258,person,0.7486221790313721,658,4,831,362
258,person,0.7399988770484924,1023,2,1241,353
259,person,0.921857476234436,657,215,1068,905
259,person,0.8568099141120911,871,1,1089,361
259,person,0.8130999803543091,1078,1,1255,365
259,person,0.8026329278945923,1081,481,1261,1027
259,person,0.7674258947372437,705,3,885,346
260,person,0.9225310683250427,657,206,1060,909
260,sports ball,0.8252406120300293,1117,807,1209,896
260,person,0.6437380909919739,1023,402,1260,883
260,person,0.6362287998199463,778,4,988,359
261,person,0.9223345518112183,657,206,1060,909
261,sports ball,0.8292868733406067,1117,807,1209,895
261,person,0.6498154401779175,1023,402,1260,884
261,person,0.6381821036338806,778,4,988,360
262,person,0.9115685224533081,663,208,994,915
262,person,0.8256198167800903,985,391,1261,894
262,person,0.6680688858032227,1011,3,1257,366
262,person,0.5920872688293457,662,3,862,357
263,person,0.9059335589408875,678,212,948,926
263,person,0.8358097672462463,985,395,1261,909
263,person,0.5921984314918518,908,3,1108,370
264,person,0.8978733420372009,668,221,949,917
264,person,0.8671130537986755,994,400,1261,924
264,person,0.7518739700317383,799,0,1009,371
265,person,0.8714323043823242,665,227,987,915
265,person,0.8458929061889648,1048,409,1262,996
265,person,0.7063252925872803,704,0,914,371
265,sports ball,0.6645193696022034,959,815,1056,914
266,person,0.9156490564346313,665,245,1045,913
266,person,0.8782304525375366,1071,407,1263,1003
267,person,0.9156734347343445,665,245,1046,913
267,person,0.8775760531425476,1071,407,1263,1003
268,person,0.928402304649353,669,254,1079,916
268,person,0.8927180171012878,1024,395,1262,1002
269,person,0.9289702773094177,975,386,1263,1003
269,person,0.8941105008125305,654,277,1139,905
269,sports ball,0.5273070335388184,827,802,932,908
270,person,0.9103387594223022,657,278,1161,919
270,person,0.8965933322906494,981,378,1262,972
270,person,0.7696581482887268,845,1,1008,203
271,person,0.8922059535980225,946,374,1263,932
271,person,0.891459047794342,656,286,1089,921
271,person,0.825344979763031,754,0,928,201
271,person,0.6226949691772461,1099,2,1260,234
272,person,0.9137592911720276,657,296,1090,917
272,person,0.805757999420166,932,373,1264,975
272,person,0.7846776843070984,1002,0,1232,232
272,person,0.7167118787765503,687,1,815,197
273,person,0.9136833548545837,658,296,1090,917
273,person,0.808479905128479,932,373,1264,976
273,person,0.7805761098861694,1002,0,1232,232
273,person,0.7195310592651367,687,1,815,198
274,person,0.9202620983123779,669,299,1035,912
274,person,0.8568815588951111,950,364,1262,990
274,sports ball,0.8025815486907959,692,765,785,859
274,person,0.7713300585746765,926,1,1148,230
274,person,0.5936456322669983,657,4,741,197
275,person,0.9113901257514954,701,297,1083,900
275,sports ball,0.8842509984970093,666,773,767,866
275,person,0.8686680793762207,838,2,1055,225
275,person,0.7295940518379211,1058,351,1259,990
276,person,0.923995316028595,732,301,1147,897
276,person,0.86615389585495,791,1,1008,221
276,sports ball,0.8025895357131958,666,784,765,879
276,person,0.5652737617492676,1166,454,1261,752
277,sports ball,0.9349772334098816,674,799,774,896
277,person,0.9144483804702759,763,303,1168,903
277,person,0.8731377720832825,752,1,970,219
278,person,0.895261824131012,794,311,1176,903
278,person,0.8289083242416382,710,1,927,215
278,sports ball,0.6390652060508728,697,832,796,924
279,person,0.895055890083313,794,311,1176,903
279,person,0.8261861205101013,710,1,927,215
279,sports ball,0.6264398097991943,697,832,796,924
280,person,0.9121178388595581,779,299,1260,898
280,sports ball,0.8860101699829102,707,862,809,962
280,person,0.8098856210708618,681,1,892,215
281,person,0.9220850467681885,793,295,1262,910
281,sports ball,0.9019923210144043,721,914,822,1014
281,person,0.7178735136985779,661,2,830,212
282,person,0.9129757881164551,849,292,1264,911
282,person,0.817233681678772,658,2,810,205
282,sports ball,0.7474295496940613,745,945,848,1038
283,sports ball,0.9184672832489014,763,912,869,1013
283,person,0.9127984642982483,893,289,1262,922
284,sports ball,0.9170708060264587,773,861,874,958
284,person,0.9041776061058044,932,264,1262,887
285,sports ball,0.9134493470191956,773,861,874,958
285,person,0.9041326642036438,932,264,1262,887
286,person,0.9272602200508118,946,233,1262,868
286,sports ball,0.8567736148834229,773,829,877,930
287,person,0.9085580110549927,936,139,1257,827
287,sports ball,0.844815731048584,760,790,862,888
288,person,0.9075676798820496,926,150,1257,833
288,sports ball,0.8777951598167419,758,771,860,869
289,person,0.9025915265083313,926,121,1256,825
289,sports ball,0.8127757906913757,757,762,857,859
290,sports ball,0.9493393301963806,746,772,850,871
290,person,0.9140042662620544,893,133,1211,814
291,sports ball,0.9480957388877869,746,772,850,871
291,person,0.9144877195358276,893,132,1211,814
292,sports ball,0.9479997158050537,746,798,846,894
292,person,0.9191125631332397,858,140,1174,815
293,sports ball,0.9459527730941772,738,829,839,933
293,person,0.9128302931785583,825,161,1179,843
294,person,0.9241549372673035,842,171,1189,875
294,sports ball,0.9190725684165955,737,828,843,925
295,person,0.9242646098136902,866,173,1242,881
295,sports ball,0.854347825050354,752,821,853,921
295,sports ball,0.6786743402481079,1141,194,1218,273
296,person,0.9249513745307922,858,170,1261,871
296,sports ball,0.8772954940795898,755,818,860,919
297,person,0.9251142740249634,858,169,1261,871
297,sports ball,0.8764278292655945,755,818,860,919
298,person,0.9121637344360352,856,160,1260,867
298,sports ball,0.8952869772911072,769,819,874,919
299,person,0.9339091181755066,838,117,1260,865
299,sports ball,0.8871150612831116,772,821,875,926
299,person,0.72608482837677,838,1,965,147
300,person,0.9128605723381042,846,110,1259,883
