frame,class,confidence,x1,y1,x2,y2
43,person,0.7082692980766296,909,380,935,447
43,person,0.7028172612190247,1009,446,1048,521
44,person,0.7615470886230469,747,773,835,891
44,person,0.7497965097427368,1022,449,1062,520
44,person,0.6907168030738831,945,825,1039,969
44,person,0.6034918427467346,926,382,952,448
45,person,0.7649417519569397,747,773,835,891
45,person,0.751747727394104,1022,449,1062,521
45,person,0.6928871273994446,946,825,1039,969
45,person,0.6069282293319702,926,382,952,448
46,person,0.7845197916030884,755,775,828,905
46,person,0.7166457772254944,1032,449,1080,520
46,person,0.5696708559989929,949,825,1016,973
46,person,0.5404282808303833,942,383,969,446
46,person,0.5040963888168335,986,377,1025,447
46,person,0.5031953454017639,949,826,992,975
47,person,0.7780536413192749,766,778,836,913
47,person,0.6369493007659912,941,828,1006,962
47,person,0.5340271592140198,1045,453,1105,521
48,person,0.7745111584663391,935,826,1017,966
48,person,0.7686102986335754,775,779,841,913
48,person,0.539044976234436,1057,454,1117,522
48,person,0.5075798630714417,981,379,1011,441
49,person,0.793740451335907,927,828,1020,968
49,person,0.6486942768096924,784,782,861,910
49,person,0.5096880793571472,1005,379,1035,448
50,person,0.7809818387031555,919,827,1022,970
50,person,0.7260622382164001,792,785,876,911
50,person,0.5967750549316406,1019,380,1048,447
50,person,0.5891408920288086,1085,455,1128,529
51,person,0.78167325258255,919,827,1022,971
51,person,0.7246619462966919,792,785,876,911
51,person,0.5936325192451477,1019,380,1048,447
51,person,0.589797854423523,1085,456,1128,529
52,person,0.7873769998550415,916,830,1014,977
52,person,0.7861230969429016,795,790,887,912
52,person,0.6460036635398865,1094,455,1134,524
52,person,0.6300995945930481,754,316,791,367
52,person,0.5655971169471741,1036,381,1065,449
53,person,0.5997498035430908,775,318,816,369
53,person,0.5841710567474365,936,834,993,980
53,person,0.5582401156425476,1059,386,1084,446
53,person,0.5581038594245911,801,791,889,922
53,person,0.5431399941444397,1104,451,1150,526
53,person,0.5309586524963379,800,792,856,924
53,sports ball,0.5046460628509521,862,957,885,980
54,person,0.6791077852249146,789,319,830,369
54,person,0.6764082908630371,931,836,983,978
54,person,0.6300927996635437,1073,388,1098,447
54,person,0.6141805648803711,805,794,894,934
54,person,0.5705655217170715,805,795,858,934
54,person,0.5159695148468018,1114,451,1170,531
55,person,0.6849263906478882,808,798,887,932
55,person,0.6650124192237854,917,830,1001,976
55,person,0.6319580078125,809,319,855,372
55,person,0.5778413414955139,1128,463,1178,534
55,person,0.5765267014503479,1091,389,1123,448
55,person,0.5435023903846741,1132,386,1165,442
56,person,0.7021272778511047,897,831,1006,976
56,person,0.6531417369842529,805,801,881,925
56,person,0.5429099202156067,1138,464,1180,537
56,person,0.5413012504577637,825,319,862,372
56,person,0.5141951441764832,1144,387,1181,451
57,person,0.7009151577949524,898,831,1006,976
57,person,0.6535241007804871,805,801,881,925
57,person,0.5429487824440002,1138,463,1180,536
57,person,0.5387046933174133,825,319,862,372
57,person,0.5165881514549255,1144,387,1181,451
58,person,0.7794843316078186,897,831,999,978
58,person,0.7380669116973877,808,803,891,931
58,person,0.6033379435539246,1120,391,1148,443
58,person,0.5847443342208862,1145,466,1191,543
58,person,0.5687683820724487,1158,388,1202,455
58,person,0.5463831424713135,841,321,870,370
59,person,0.7166648507118225,930,835,986,980
59,person,0.6958843469619751,810,809,889,943
59,person,0.6103507280349731,671,501,718,586
59,person,0.6080191135406494,1163,468,1198,540
60,person,0.7442599534988403,685,498,733,584
60,person,0.7156133055686951,814,818,888,947
60,person,0.6587545275688171,926,836,980,976
60,person,0.5864555835723877,1191,388,1229,457
60,person,0.5166702270507812,1153,393,1181,447
60,person,0.5069379210472107,874,322,903,369
61,person,0.7297540903091431,922,838,987,974
61,person,0.711372971534729,700,498,750,588
61,person,0.6922359466552734,827,822,885,948
61,person,0.6144726872444153,895,323,929,371
61,person,0.5383061170578003,1174,394,1202,440
61,person,0.5297561883926392,1180,471,1232,540
62,person,0.756940484046936,824,825,885,945
62,person,0.7139770984649658,910,839,992,980
62,person,0.6144033670425415,711,494,757,586
62,person,0.5586312413215637,908,323,944,371
63,person,0.7577100396156311,824,825,885,945
63,person,0.7121840715408325,910,839,992,980
63,person,0.6123387217521667,711,494,757,586
63,person,0.5691023468971252,908,323,944,371
64,person,0.8396188020706177,914,840,990,982
64,person,0.679905891418457,823,825,894,948
64,person,0.6142849922180176,729,497,768,579
64,person,0.6093747019767761,923,320,962,374
64,person,0.513713538646698,1200,473,1239,531
65,person,0.7386119365692139,816,822,922,957
65,person,0.6904148459434509,948,320,985,375
65,person,0.6557401418685913,913,842,990,982
65,person,0.574820339679718,751,503,788,588
66,person,0.7564517855644226,824,822,930,958
66,person,0.7520012855529785,904,842,993,981
66,person,0.5753857493400574,765,505,802,581
66,person,0.5183557868003845,966,321,995,373
67,person,0.7318506240844727,788,499,832,586
67,person,0.6846033334732056,846,824,929,956
67,person,0.6672750115394592,907,846,1005,980
67,person,0.5899753570556641,989,322,1018,371
67,person,0.537754237651825,666,499,710,580
68,person,0.7678728103637695,802,504,852,588
68,person,0.7291257381439209,922,848,1010,983
68,person,0.6615182161331177,1005,323,1036,371
68,person,0.6591784954071045,842,824,929,953
68,person,0.505905270576477,682,502,724,570
69,person,0.7681586146354675,802,504,852,588
69,person,0.728739321231842,922,848,1010,983
69,person,0.6629809737205505,1005,323,1036,371
69,person,0.6562476754188538,842,824,929,953
69,person,0.5060608983039856,682,502,724,570
70,person,0.7308133244514465,938,849,1015,982
70,person,0.66756671667099,818,508,871,588
70,person,0.5906057953834534,853,826,929,950
71,person,0.7416773438453674,961,848,1019,981
71,person,0.6870375275611877,875,826,943,952
71,person,0.6255655884742737,837,508,884,589
71,person,0.6249250769615173,1044,322,1074,375
72,person,0.7873473167419434,872,825,950,951
72,person,0.7243502736091614,851,508,896,591
72,person,0.6560189127922058,1057,323,1092,373
72,person,0.6461185812950134,732,508,769,583
72,person,0.639835000038147,963,848,1025,979
73,person,0.7969996929168701,886,829,948,958
73,person,0.7663803100585938,873,515,912,593
73,person,0.715594470500946,958,848,1038,983
73,person,0.5995869040489197,1081,325,1110,372
73,person,0.579260528087616,749,510,786,574
74,person,0.7741252183914185,755,511,800,587
74,person,0.7621518969535828,977,849,1043,982
74,person,0.7342396974563599,884,515,917,593
74,person,0.7000975012779236,897,828,944,959
74,person,0.501125156879425,1094,326,1124,376
75,person,0.7756372690200806,755,511,800,587
75,person,0.7640620470046997,977,849,1043,982
75,person,0.7353566288948059,884,515,917,593
75,person,0.701110303401947,897,828,944,959
75,person,0.5000505447387695,1094,326,1124,376
76,person,0.790759801864624,981,850,1045,985
76,person,0.7413121461868286,894,830,942,960
76,person,0.740362823009491,764,510,815,590
76,person,0.6926771998405457,892,517,925,594
76,person,0.6053914427757263,1106,331,1131,382
77,person,0.7571526765823364,966,846,1057,990
77,person,0.7334349751472473,771,509,829,592
77,person,0.7138732671737671,904,518,939,600
77,person,0.6589066982269287,885,827,959,959
78,person,0.7707144021987915,775,509,834,590
78,person,0.7520606517791748,965,841,1062,987
78,person,0.7405714988708496,866,825,962,957
78,person,0.7033078670501709,907,516,943,598
78,person,0.5195922255516052,1124,335,1152,379
79,person,0.8360721468925476,973,839,1060,970
79,person,0.7821864485740662,858,824,959,949
79,person,0.6724149584770203,783,512,829,589
79,person,0.650606632232666,912,512,948,599
79,person,0.6277907490730286,1130,333,1162,381
80,person,0.8087650537490845,977,836,1059,968
80,person,0.7597267627716064,859,822,948,951
80,person,0.6887433528900146,915,514,950,607
80,person,0.688027560710907,785,513,821,592
80,person,0.6546673774719238,1133,332,1168,380
81,person,0.8080568909645081,977,836,1059,968
81,person,0.7616244554519653,859,823,948,951
81,person,0.6921135187149048,915,514,950,607
81,person,0.6889547109603882,785,513,821,592
81,person,0.6516937017440796,1134,333,1168,380
82,person,0.7754873633384705,866,824,943,949
82,person,0.7284194231033325,977,834,1057,968
82,person,0.7111598253250122,782,515,820,593
82,person,0.6833876371383667,917,518,949,607
82,person,0.567785918712616,1135,330,1169,380
83,person,0.7768484950065613,867,818,930,949
83,person,0.7025825381278992,979,826,1046,965
83,person,0.6286971569061279,780,516,819,590
83,person,0.6011990904808044,919,525,951,604
84,person,0.7794759273529053,858,817,924,949
84,person,0.7594441771507263,979,821,1044,961
84,person,0.6996000409126282,776,517,827,594
84,person,0.6528003811836243,919,525,951,607
85,person,0.8056731224060059,846,817,915,947
85,person,0.7516126036643982,977,818,1036,955
85,person,0.7243736982345581,915,525,952,610
85,person,0.6761357188224792,774,516,824,593
86,person,0.8925216794013977,824,813,909,937
86,person,0.7165489792823792,908,524,953,611
86,person,0.716267466545105,975,814,1041,945
86,person,0.6270719170570374,768,515,817,597
86,person,0.5484398603439331,1136,330,1162,381
87,person,0.8932381272315979,824,813,909,937
87,person,0.7187334299087524,975,814,1041,945
87,person,0.7162477970123291,908,524,953,611
87,person,0.6254039406776428,768,515,817,597
87,person,0.5456034541130066,1136,330,1162,381
88,person,0.804739236831665,819,806,902,930
88,person,0.6924223303794861,977,811,1041,942
88,person,0.6905723810195923,902,524,951,613
88,person,0.6056340336799622,763,515,807,595
88,person,0.6013627648353577,1134,331,1162,380
89,person,0.816611647605896,814,803,897,930
89,person,0.7489222884178162,900,526,941,622
89,person,0.7252881526947021,971,804,1038,946
89,person,0.7095377445220947,758,519,794,602
89,person,0.6206319332122803,1128,330,1160,379
89,person,0.5066450834274292,974,805,1015,946
90,person,0.7856357097625732,819,802,896,930
90,person,0.7209588289260864,902,528,939,618
90,person,0.706032931804657,968,802,1037,939
90,person,0.6651918292045593,751,520,792,602
90,person,0.6556863188743591,1125,329,1157,379
91,person,0.8030799031257629,821,800,885,927
91,person,0.7512674927711487,901,528,936,619
91,person,0.7004237174987793,747,519,796,602
91,person,0.6063631176948547,1125,329,1156,380
91,person,0.5981262922286987,960,803,1020,931
92,person,0.7516024112701416,897,529,933,622
92,person,0.7405277490615845,809,793,873,923
92,person,0.6929396390914917,732,518,794,600
92,person,0.6594994068145752,945,791,1014,922
93,person,0.7515639662742615,897,529,933,622
93,person,0.7377418279647827,809,793,873,923
93,person,0.6940827965736389,732,518,794,600
93,person,0.6576712131500244,945,791,1014,922
94,person,0.685146152973175,929,785,1008,917
94,person,0.684910774230957,895,530,930,624
94,person,0.6656441688537598,792,787,869,918
94,person,0.6527392268180847,725,518,791,601
94,person,0.5220839381217957,1228,742,1260,859
95,person,0.7141003608703613,891,531,925,626
95,person,0.7115358710289001,779,782,861,897
95,person,0.6743894219398499,921,780,1007,913
95,person,0.5718399286270142,1200,744,1258,855
95,person,0.5572888255119324,1216,502,1258,575
95,person,0.548681914806366,723,524,770,600
96,person,0.7599964737892151,776,783,859,893
96,person,0.7014375329017639,890,534,921,627
96,person,0.6901183724403381,920,777,1007,909
96,person,0.5354670882225037,717,520,758,603
96,person,0.50015789270401,1175,741,1258,859
97,person,0.7687263488769531,885,536,921,628
97,person,0.7498518228530884,777,788,855,898
97,person,0.6489967703819275,1150,741,1256,855
97,person,0.6363421082496643,920,772,1002,897
97,person,0.5694035291671753,715,524,749,608
98,person,0.7842833995819092,777,779,854,895
98,person,0.7423521876335144,877,542,926,628
98,person,0.6194697618484497,1130,735,1232,855
98,person,0.6149709224700928,705,523,749,605
98,person,0.6121484637260437,942,777,1004,881
98,person,0.5330284237861633,1104,325,1147,378
98,person,0.5236875414848328,1197,504,1229,587
99,person,0.7876038551330566,777,779,854,895
99,person,0.7440113425254822,877,542,926,628
99,person,0.6157461404800415,1131,735,1234,855
99,person,0.6148875951766968,704,524,749,605
99,person,0.6087594628334045,942,777,1004,881
99,person,0.5293199419975281,1104,325,1147,378
99,person,0.5256903171539307,1197,504,1229,587
100,person,0.773545503616333,776,774,852,893
100,person,0.7454633116722107,874,543,929,627
100,person,0.6592902541160583,925,770,1011,880
100,person,0.6590005159378052,700,528,749,605
100,person,0.6184161305427551,1126,737,1222,861
100,person,0.5577443838119507,1187,503,1226,587
101,person,0.8328431844711304,867,542,932,628
101,person,0.7283436059951782,1132,736,1179,859
101,person,0.7257611751556396,781,767,851,892
101,person,0.5219004154205322,1173,501,1217,584
101,person,0.5190451145172119,690,526,729,607
101,person,0.5044841170310974,927,760,1009,879
102,person,0.7899610996246338,867,542,929,628
102,person,0.7106423377990723,789,761,853,881
102,person,0.6999231576919556,1115,733,1165,857
102,person,0.5165883898735046,1164,501,1219,584
102,person,0.5014898180961609,684,529,732,611
103,person,0.7476149797439575,1100,731,1166,855
103,person,0.7343958616256714,866,543,928,631
103,person,0.6058785319328308,795,757,854,871
103,person,0.5868707299232483,930,757,1014,874
103,person,0.5834760069847107,682,528,723,614
103,person,0.5699586272239685,1156,506,1219,583
104,person,0.7617225050926208,935,753,998,868
104,person,0.7504758238792419,1066,730,1160,846
104,person,0.6747294664382935,801,749,853,863
104,person,0.5601767897605896,866,545,913,636
105,person,0.7620329260826111,935,753,998,868
105,person,0.7491683959960938,1066,730,1160,846
105,person,0.6758670806884766,801,749,853,863
105,person,0.5697560906410217,866,544,913,636
106,person,0.7957744002342224,1048,734,1151,843
106,person,0.771284282207489,935,755,992,865
106,person,0.6451826691627502,860,541,900,633
106,person,0.6441828012466431,801,746,853,861
106,person,0.5089974403381348,1136,504,1189,584
107,person,0.7548471689224243,1033,733,1133,848
107,person,0.6862283945083618,932,757,994,860
107,person,0.6789028644561768,807,741,851,859
107,person,0.6593264937400818,851,543,905,634
107,person,0.5202873349189758,1130,506,1166,590
108,person,0.7245592474937439,1036,736,1113,844
108,person,0.7190366387367249,928,757,1000,864
108,person,0.6951583623886108,848,545,905,637
108,person,0.6613709330558777,809,737,858,852
108,person,0.5405265092849731,1126,509,1157,586
109,person,0.7747511267662048,842,545,904,634
109,person,0.7360977530479431,926,757,1000,866
109,person,0.6425575613975525,812,734,866,842
109,person,0.5625178813934326,1040,738,1092,838
109,person,0.5234259963035583,1114,505,1154,589
110,person,0.80181485414505,828,544,903,636
110,person,0.7647486329078674,923,759,994,866
110,person,0.6487554311752319,1101,508,1160,591
110,person,0.5940352082252502,814,733,877,834
110,person,0.569110631942749,1034,725,1077,840
111,person,0.8008112907409668,828,544,903,636
111,person,0.7657197713851929,923,759,994,866
111,person,0.649057149887085,1101,508,1160,591
111,person,0.5956622362136841,814,733,877,835
111,person,0.5655625462532043,1034,725,1077,840
112,person,0.7069136500358582,1093,506,1160,585
112,person,0.6776701211929321,830,544,895,634
112,person,0.5881326794624329,1026,729,1071,833
112,person,0.5552798509597778,921,761,999,860
113,person,0.7670883536338806,930,761,1007,850
113,person,0.6955503225326538,1019,727,1064,823
113,sports ball,0.6316179633140564,912,854,934,874
113,person,0.5873508453369141,835,545,874,636
113,person,0.5260356068611145,1092,509,1127,570
114,person,0.6933141946792603,928,760,1012,849
114,person,0.6611408591270447,1016,727,1058,821
114,person,0.5969530940055847,833,544,870,638
115,person,0.6943703889846802,818,726,898,822
115,person,0.66111159324646,927,761,1017,847
115,person,0.6493314504623413,831,545,870,640
115,person,0.6052659153938293,1008,730,1051,820
115,person,0.5034912824630737,1092,322,1126,378
116,person,0.7000612020492554,825,541,876,638
116,person,0.6232246160507202,824,726,901,813
116,person,0.6191278696060181,998,728,1048,815
116,person,0.5005678534507751,1078,507,1110,589
117,person,0.7025390267372131,825,541,876,638
117,person,0.6270290613174438,824,726,901,813
117,person,0.6254574060440063,998,728,1048,815
117,person,0.5078505873680115,1078,507,1110,590
118,person,0.7549498081207275,820,540,879,635
118,person,0.5818391442298889,1069,507,1104,589
118,person,0.5556467175483704,826,726,898,809
119,person,0.7316417694091797,817,542,877,631
119,person,0.6878086924552917,984,727,1063,813
119,person,0.6235558986663818,921,750,996,841
119,sports ball,0.5652807354927063,892,853,913,875
119,person,0.503100574016571,1058,510,1104,584
120,person,0.7271795272827148,817,540,876,633
120,person,0.6803712844848633,977,724,1063,810
120,person,0.6428552269935608,919,747,997,838
120,person,0.5555640459060669,1054,508,1109,585
121,person,0.721162736415863,817,540,865,631
121,person,0.5885626673698425,971,722,1057,804
121,person,0.5852126479148865,916,748,995,829
121,person,0.5826722979545593,1046,507,1106,581
121,person,0.5758678317070007,824,712,895,802
122,person,0.6445331573486328,817,539,862,630
122,person,0.5889972448348999,916,747,994,827
122,person,0.5613997578620911,967,723,1040,796
122,person,0.5345370769500732,824,711,897,797
122,person,0.5014896392822266,1100,322,1127,372
123,person,0.6429411172866821,817,539,862,630
123,person,0.589686930179596,916,747,994,827
123,person,0.5588471293449402,967,723,1040,797
123,person,0.5348008275032043,824,711,897,797
123,person,0.5010963678359985,1100,322,1127,372
124,person,0.6218824982643127,817,538,853,630
124,person,0.6217308044433594,1101,321,1131,377
124,person,0.5808362364768982,824,709,896,792
124,person,0.548011839389801,1032,509,1087,593
124,person,0.5035020112991333,914,745,977,832
125,person,0.7092276215553284,814,535,864,632
125,person,0.6389259696006775,1102,319,1141,371
125,person,0.6161562204360962,893,750,967,832
125,person,0.5756145715713501,960,722,1008,808
125,person,0.5678973197937012,822,701,895,789
125,person,0.5656418800354004,1037,508,1069,590
126,person,0.7526782155036926,814,534,869,629
126,person,0.6397804617881775,1105,318,1150,370
126,person,0.6397569179534912,1034,504,1065,590
126,person,0.5532180666923523,902,750,970,832
127,person,0.7152008414268494,814,534,872,624
127,person,0.6206581592559814,1109,318,1152,371
127,person,0.5899311304092407,904,749,976,835
127,person,0.5651574730873108,1025,502,1066,588
127,person,0.559432864189148,822,698,870,784
128,person,0.7052563428878784,1019,502,1079,589
128,person,0.6543415784835815,900,751,982,836
128,person,0.6004459857940674,820,700,878,785
128,person,0.5688580274581909,808,538,866,622
129,person,0.7025472521781921,1019,502,1079,589
129,person,0.6573448181152344,900,751,982,836
129,person,0.5860685110092163,820,700,878,785
129,person,0.5626867413520813,808,538,865,622
130,person,0.6204972863197327,1016,504,1083,584
130,person,0.6127231121063232,819,540,851,625
130,person,0.5117239952087402,1126,319,1151,373
131,person,0.5651024580001831,666,942,730,1046
131,person,0.539440929889679,1006,499,1057,587
131,person,0.5260806083679199,825,542,861,623
131,person,0.5114954113960266,1131,318,1157,369
132,person,0.6205498576164246,671,940,738,1054
132,person,0.5893990397453308,1009,497,1050,589
132,person,0.5758172273635864,740,347,772,409
132,person,0.5389232039451599,827,541,863,624
133,person,0.6492487192153931,1013,503,1062,591
133,person,0.6435952186584473,1138,316,1173,368
133,person,0.638016402721405,826,539,869,621
133,person,0.6058429479598999,677,939,745,1059
133,person,0.5007910132408142,740,348,777,410
134,person,0.7468806505203247,689,939,760,1063
134,person,0.7223707437515259,826,534,880,621
134,person,0.6046084761619568,1140,315,1188,367
134,person,0.5940635800361633,744,349,794,410
134,person,0.5797808170318604,1016,502,1050,592
134,person,0.5278720259666443,911,749,989,845
135,person,0.7472873330116272,689,939,760,1063
135,person,0.7201288342475891,826,534,880,621
135,person,0.6006947755813599,1140,314,1187,367
135,person,0.5909929871559143,744,349,794,410
135,person,0.5805983543395996,1016,502,1050,592
135,person,0.5280078649520874,911,749,989,845
136,person,0.7148182988166809,827,532,887,621
136,person,0.6867806315422058,1015,502,1053,592
136,person,0.6622255444526672,699,936,769,1060
136,person,0.6375317573547363,748,347,798,410
136,person,0.6094260215759277,822,693,871,778
136,person,0.5707684755325317,905,736,995,847
136,person,0.5686902403831482,1141,311,1195,367
137,person,0.7296139597892761,713,938,784,1060
